"kön","utbildningsområde MYH","region (hemlän)","utbildningens studietakt","Antal ansökningar 2020","Antal ansökningar 2021","Antal ansökningar 2022","Antal ansökningar 2023","Antal ansökningar 2024","Antal sökande 2020","Antal sökande 2021","Antal sökande 2022","Antal sökande 2023","Antal sökande 2024","Antal behöriga sökande 2020","Antal behöriga sökande 2021","Antal behöriga sökande 2022","Antal behöriga sökande 2023","Antal behöriga sökande 2024","Antal antagna vid start 2020","Antal antagna vid start 2021","Antal antagna vid start 2022","Antal antagna vid start 2023","Antal antagna vid start 2024"
"kvinnor","Säkerhetstjänster"," Västra Götalands län","Totalt",9,6,17,40,58,8,5,12,33,51,7,4,10,27,44,5,3,7,18,32
"kvinnor","Säkerhetstjänster"," Västra Götalands län","Heltid",0,0,4,6,0,0,0,4,6,0,0,0,4,6,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Västra Götalands län","Deltid",9,6,13,34,58,8,5,10,30,51,7,4,8,24,44,5,0,7,18,32
"kvinnor","Säkerhetstjänster"," Värmlands län","Totalt",0,0,0,0,7,0,0,3,0,4,0,0,3,0,4,0,0,0,0,3
"kvinnor","Säkerhetstjänster"," Värmlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Värmlands län","Deltid",0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3
"kvinnor","Säkerhetstjänster"," Örebro län","Totalt",3,4,3,8,8,0,4,3,8,7,0,4,0,8,7,0,0,3,6,7
"kvinnor","Säkerhetstjänster"," Örebro län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Örebro län","Deltid",0,4,0,8,8,3,4,3,8,7,0,4,3,8,7,0,3,0,6,7
"kvinnor","Säkerhetstjänster"," Västmanlands län","Totalt",3,3,6,3,9,0,3,4,3,7,0,0,4,0,6,3,0,4,0,4
"kvinnor","Säkerhetstjänster"," Västmanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Västmanlands län","Deltid",3,0,5,0,9,3,0,4,3,7,0,0,4,0,6,0,0,4,0,4
"kvinnor","Säkerhetstjänster"," Dalarnas län","Totalt",0,0,0,3,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0
"kvinnor","Säkerhetstjänster"," Dalarnas län","Heltid",0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Dalarnas län","Deltid",0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Gävleborgs län","Totalt",0,3,3,3,9,0,0,3,3,8,0,0,3,3,8,0,0,0,3,6
"kvinnor","Säkerhetstjänster"," Gävleborgs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Gävleborgs län","Deltid",0,0,3,3,9,0,0,3,3,8,0,0,0,3,8,0,0,0,3,6
"kvinnor","Säkerhetstjänster"," Västernorrlands län","Totalt",0,3,0,4,8,0,3,0,4,6,0,0,0,4,5,0,0,0,3,4
"kvinnor","Säkerhetstjänster"," Västernorrlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Västernorrlands län","Deltid",0,3,0,4,8,0,0,0,4,6,0,3,0,4,5,0,0,0,0,4
"kvinnor","Säkerhetstjänster"," Jämtlands län","Totalt",0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4
"kvinnor","Säkerhetstjänster"," Jämtlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Jämtlands län","Deltid",0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4
"kvinnor","Säkerhetstjänster"," Västerbottens län","Totalt",0,0,3,0,5,0,3,3,3,4,0,3,3,3,4,0,0,3,0,3
"kvinnor","Säkerhetstjänster"," Västerbottens län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Västerbottens län","Deltid",0,0,3,0,5,0,3,3,3,4,0,0,0,0,4,0,0,0,3,0
"kvinnor","Säkerhetstjänster"," Norrbottens län","Totalt",3,3,0,7,4,3,0,0,5,4,0,0,0,5,4,3,0,0,4,3
"kvinnor","Säkerhetstjänster"," Norrbottens län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster"," Norrbottens län","Deltid",0,0,0,7,4,0,0,0,5,4,0,0,0,5,4,3,0,0,4,3
"kvinnor","Säkerhetstjänster","Uppgift saknas","Totalt",0,0,0,3,6,0,0,3,3,4,0,0,0,3,3,0,0,3,0,0
"kvinnor","Säkerhetstjänster","Uppgift saknas","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Säkerhetstjänster","Uppgift saknas","Deltid",0,0,0,0,6,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0
"kvinnor","Teknik och tillverkning","Samtliga län","Totalt",427,515,457,785,1257,358,460,423,682,995,281,382,227,510,743,229,272,191,406,570
"kvinnor","Teknik och tillverkning","Samtliga län","Heltid",134,55,75,355,326,128,52,72,324,283,101,43,52,246,177,85,39,47,184,144
"kvinnor","Teknik och tillverkning","Samtliga län","Deltid",293,460,382,430,931,239,410,354,375,737,183,341,176,276,579,145,235,145,228,432
"kvinnor","Teknik och tillverkning"," Stockholms län","Totalt",92,147,104,188,298,80,125,98,164,228,62,103,50,124,175,50,64,45,101,127
"kvinnor","Teknik och tillverkning"," Stockholms län","Heltid",13,5,17,79,36,11,5,14,71,28,7,5,9,52,14,5,5,9,40,11
"kvinnor","Teknik och tillverkning"," Stockholms län","Deltid",79,142,87,109,262,71,121,85,97,202,55,99,41,75,161,45,60,36,63,116
"kvinnor","Teknik och tillverkning"," Uppsala län","Totalt",5,10,12,28,31,4,8,12,24,31,3,6,5,17,21,0,4,4,12,18
"kvinnor","Teknik och tillverkning"," Uppsala län","Heltid",4,0,3,17,3,3,0,3,14,3,3,0,3,9,3,3,0,3,8,3
"kvinnor","Teknik och tillverkning"," Uppsala län","Deltid",0,10,9,11,28,3,8,9,10,28,0,6,3,8,19,0,4,3,4,16
"kvinnor","Teknik och tillverkning"," Södermanlands län","Totalt",5,3,5,11,25,4,3,5,10,18,0,0,3,6,11,3,3,3,5,8
"kvinnor","Teknik och tillverkning"," Södermanlands län","Heltid",3,0,3,10,8,0,0,3,9,6,3,0,0,5,3,0,0,0,5,0
"kvinnor","Teknik och tillverkning"," Södermanlands län","Deltid",3,3,3,3,17,3,3,3,0,14,0,0,3,0,10,0,0,0,0,7
"kvinnor","Teknik och tillverkning"," Östergötlands län","Totalt",6,3,6,16,45,5,3,6,14,34,4,3,3,9,29,3,3,3,7,22
"kvinnor","Teknik och tillverkning"," Östergötlands län","Heltid",3,0,0,10,7,3,0,0,9,7,3,3,0,6,5,3,0,0,4,4
"kvinnor","Teknik och tillverkning"," Östergötlands län","Deltid",3,3,6,6,38,3,3,6,5,28,0,3,3,3,25,0,3,3,3,19
"kvinnor","Teknik och tillverkning"," Jönköpings län","Totalt",4,4,15,11,15,3,4,14,11,13,3,4,11,7,9,3,3,10,6,7
"kvinnor","Teknik och tillverkning"," Jönköpings län","Heltid",3,0,3,3,0,3,0,0,3,3,3,0,0,3,0,3,0,3,3,0
"kvinnor","Teknik och tillverkning"," Jönköpings län","Deltid",3,4,13,8,13,3,4,12,8,11,0,4,10,5,8,3,3,9,4,7
"kvinnor","Teknik och tillverkning"," Kronobergs län","Totalt",5,9,0,4,15,3,9,3,4,13,3,8,0,4,11,0,8,0,4,9
"kvinnor","Teknik och tillverkning"," Kronobergs län","Heltid",3,0,0,0,3,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3
"kvinnor","Teknik och tillverkning"," Kronobergs län","Deltid",3,9,0,0,13,3,9,0,0,11,0,8,0,3,10,0,8,0,0,8
"kvinnor","Teknik och tillverkning"," Kalmar län","Totalt",17,11,6,16,14,15,11,6,11,13,11,10,3,7,10,11,8,0,6,7
"kvinnor","Teknik och tillverkning"," Kalmar län","Heltid",3,0,0,7,4,3,0,0,6,3,3,0,0,5,3,0,0,0,3,0
"kvinnor","Teknik och tillverkning"," Kalmar län","Deltid",14,11,6,9,10,13,11,6,8,10,11,10,3,3,8,11,8,3,3,7
"kvinnor","Teknik och tillverkning"," Gotlands län","Totalt",0,3,0,4,4,3,3,0,3,3,0,3,0,3,3,3,3,0,3,3
"kvinnor","Teknik och tillverkning"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0
"kvinnor","Teknik och tillverkning"," Gotlands län","Deltid",0,3,0,3,3,3,3,0,0,3,3,3,0,0,0,0,0,0,3,0
"kvinnor","Teknik och tillverkning"," Blekinge län","Totalt",3,0,5,4,7,3,3,5,4,6,0,0,3,4,3,0,0,0,0,3
"kvinnor","Teknik och tillverkning"," Blekinge län","Heltid",0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Teknik och tillverkning"," Blekinge län","Deltid",0,0,3,0,6,0,3,3,3,5,3,3,3,0,3,3,0,3,3,3
"kvinnor","Teknik och tillverkning"," Skåne län","Totalt",39,45,59,107,160,35,41,55,95,137,24,28,28,78,95,20,20,22,57,68
"kvinnor","Teknik och tillverkning"," Skåne län","Heltid",16,5,5,62,39,16,4,5,58,37,14,3,3,47,20,13,3,3,32,13
"kvinnor","Teknik och tillverkning"," Skåne län","Deltid",23,40,54,45,121,19,37,50,38,103,10,26,25,31,76,7,18,20,25,56
"kvinnor","Teknik och tillverkning"," Hallands län","Totalt",13,21,17,23,52,11,15,16,17,40,10,14,10,14,32,7,12,10,12,27
"kvinnor","Teknik och tillverkning"," Hallands län","Heltid",5,3,4,4,12,5,3,4,4,11,4,0,3,3,7,3,3,3,0,5
"kvinnor","Teknik och tillverkning"," Hallands län","Deltid",8,18,13,19,40,6,12,12,14,32,6,12,7,12,27,4,10,7,11,22
"kvinnor","Teknik och tillverkning"," Västra Götalands län","Totalt",185,177,145,255,374,146,162,131,217,284,123,137,69,158,219,101,98,56,131,168
"kvinnor","Teknik och tillverkning"," Västra Götalands län","Heltid",61,27,15,93,110,59,26,15,86,90,51,20,11,70,61,47,19,11,55,55
"kvinnor","Teknik och tillverkning"," Västra Götalands län","Deltid",124,150,130,162,264,90,136,117,137,200,73,117,58,94,161,54,79,45,79,115
"kvinnor","Teknik och tillverkning"," Värmlands län","Totalt",6,0,3,11,15,5,3,3,11,12,3,3,3,9,5,3,3,3,8,4
"kvinnor","Teknik och tillverkning"," Värmlands län","Heltid",3,0,0,5,8,0,0,0,5,7,0,0,0,4,3,0,0,0,4,3
"kvinnor","Teknik och tillverkning"," Värmlands län","Deltid",4,3,3,6,7,3,3,3,6,6,3,3,3,5,3,3,3,3,4,3
"kvinnor","Teknik och tillverkning"," Örebro län","Totalt",5,5,10,26,34,4,4,9,25,31,3,3,5,17,28,3,3,4,14,24
"kvinnor","Teknik och tillverkning"," Örebro län","Heltid",3,3,3,9,13,0,3,0,8,13,0,0,3,5,13,3,0,3,4,10
"kvinnor","Teknik och tillverkning"," Örebro län","Deltid",4,3,8,17,21,3,3,7,17,20,3,3,3,12,17,3,3,3,10,15
"kvinnor","Teknik och tillverkning"," Västmanlands län","Totalt",12,7,25,14,50,12,7,21,12,33,10,5,12,6,24,9,3,10,3,20
"kvinnor","Teknik och tillverkning"," Västmanlands län","Heltid",6,3,7,9,25,6,3,7,8,19,4,3,6,4,13,3,3,5,0,13
"kvinnor","Teknik och tillverkning"," Västmanlands län","Deltid",6,4,18,5,25,6,4,15,5,18,6,3,7,3,13,6,3,6,3,8
"kvinnor","Teknik och tillverkning"," Dalarnas län","Totalt",5,13,13,7,23,5,13,13,7,16,5,11,10,6,9,5,10,9,4,6
"kvinnor","Teknik och tillverkning"," Dalarnas län","Heltid",0,6,8,3,7,0,6,8,0,6,0,6,6,0,0,0,5,6,3,0
"kvinnor","Teknik och tillverkning"," Dalarnas län","Deltid",5,7,5,5,16,5,7,5,5,10,5,5,4,5,7,5,5,3,3,4
"kvinnor","Teknik och tillverkning"," Gävleborgs län","Totalt",10,12,11,7,7,9,11,8,5,7,4,11,3,3,3,3,10,3,3,3
"kvinnor","Teknik och tillverkning"," Gävleborgs län","Heltid",3,0,3,4,3,3,0,3,3,3,3,0,0,0,3,0,0,3,0,3
"kvinnor","Teknik och tillverkning"," Gävleborgs län","Deltid",7,11,9,3,4,6,10,6,3,4,0,10,0,0,3,0,10,0,3,3
"kvinnor","Teknik och tillverkning"," Västernorrlands län","Totalt",3,8,3,9,22,3,6,3,9,22,3,3,0,5,18,3,3,3,5,14
"kvinnor","Teknik och tillverkning"," Västernorrlands län","Heltid",3,0,0,3,16,0,0,0,3,16,0,0,0,0,12,3,0,0,0,9
"kvinnor","Teknik och tillverkning"," Västernorrlands län","Deltid",3,8,0,6,6,3,6,3,6,6,0,3,0,4,6,0,3,0,4,5
"kvinnor","Teknik och tillverkning"," Jämtlands län","Totalt",0,3,0,5,11,0,3,0,4,8,0,3,0,4,5,0,0,0,0,5
"kvinnor","Teknik och tillverkning"," Jämtlands län","Heltid",0,0,3,0,3,0,0,3,3,3,0,0,0,0,0,0,3,3,0,3
"kvinnor","Teknik och tillverkning"," Jämtlands län","Deltid",0,0,0,3,8,3,3,0,3,6,0,0,0,3,4,0,0,0,3,4
"kvinnor","Teknik och tillverkning"," Västerbottens län","Totalt",0,4,3,16,20,3,4,3,14,16,0,3,3,13,12,0,3,3,11,11
"kvinnor","Teknik och tillverkning"," Västerbottens län","Heltid",3,0,0,13,11,3,0,0,11,10,0,0,0,10,7,0,0,0,9,6
"kvinnor","Teknik och tillverkning"," Västerbottens län","Deltid",0,4,3,3,9,0,4,3,3,6,0,3,0,3,5,0,3,0,3,5
"kvinnor","Teknik och tillverkning"," Norrbottens län","Totalt",3,18,7,9,19,0,16,7,7,19,3,15,4,5,13,3,10,3,5,12
"kvinnor","Teknik och tillverkning"," Norrbottens län","Heltid",0,0,3,6,14,0,0,3,6,14,0,3,3,4,8,0,0,0,4,7
"kvinnor","Teknik och tillverkning"," Norrbottens län","Deltid",0,17,4,3,5,3,16,4,0,5,0,15,3,3,5,0,10,0,3,5
"kvinnor","Teknik och tillverkning","Uppgift saknas","Totalt",8,12,6,14,16,8,12,6,14,11,8,10,3,12,9,5,6,3,7,7
"kvinnor","Teknik och tillverkning","Uppgift saknas","Heltid",4,0,0,11,0,4,0,3,11,0,4,0,0,9,0,0,0,0,5,0
"kvinnor","Teknik och tillverkning","Uppgift saknas","Deltid",4,12,5,3,15,4,12,5,3,10,4,10,3,3,8,3,6,0,0,7
"kvinnor","Transporttjänster","Samtliga län","Totalt",22,80,51,23,45,19,79,50,23,45,19,52,23,18,23,13,27,18,13,18
"kvinnor","Transporttjänster","Samtliga län","Heltid",0,8,34,0,25,0,8,33,0,25,0,3,12,0,9,0,3,9,0,6
"kvinnor","Transporttjänster","Samtliga län","Deltid",22,72,17,23,20,19,72,17,23,20,19,50,11,18,14,13,24,9,13,12
"kvinnor","Transporttjänster"," Stockholms län","Totalt",0,14,18,3,3,0,13,17,3,3,0,10,9,0,3,0,6,8,0,3
"kvinnor","Transporttjänster"," Stockholms län","Heltid",0,3,14,0,3,0,0,13,0,3,0,0,6,0,0,0,3,5,0,0
"kvinnor","Transporttjänster"," Stockholms län","Deltid",0,13,4,3,0,0,13,4,3,3,0,10,3,0,0,0,5,3,0,0
"kvinnor","Transporttjänster"," Uppsala län","Totalt",0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0
"kvinnor","Transporttjänster"," Uppsala län","Heltid",0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3
"kvinnor","Transporttjänster"," Uppsala län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"kvinnor","Transporttjänster"," Södermanlands län","Totalt",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Södermanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Södermanlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Östergötlands län","Totalt",0,0,3,0,3,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3
"kvinnor","Transporttjänster"," Östergötlands län","Heltid",0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Östergötlands län","Deltid",0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0
"kvinnor","Transporttjänster"," Jönköpings län","Totalt",0,0,3,0,3,0,3,3,0,3,0,0,0,0,0,0,3,3,0,0
"kvinnor","Transporttjänster"," Jönköpings län","Heltid",0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Jönköpings län","Deltid",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"kvinnor","Transporttjänster"," Kronobergs län","Totalt",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Kronobergs län","Heltid",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Kronobergs län","Deltid",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Kalmar län","Totalt",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0
"kvinnor","Transporttjänster"," Kalmar län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0
"kvinnor","Transporttjänster"," Kalmar län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Gotlands län","Totalt",0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"kvinnor","Transporttjänster"," Gotlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
"kvinnor","Transporttjänster"," Gotlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Blekinge län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Blekinge län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Blekinge län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Skåne län","Totalt",4,8,7,3,3,3,8,7,3,3,3,5,3,3,3,3,3,0,0,0
"kvinnor","Transporttjänster"," Skåne län","Heltid",0,3,5,0,3,0,3,5,0,3,0,0,0,0,0,0,0,3,0,0
"kvinnor","Transporttjänster"," Skåne län","Deltid",4,6,0,3,0,3,6,0,0,3,3,5,0,0,0,3,0,0,0,0
"kvinnor","Transporttjänster"," Hallands län","Totalt",0,4,0,4,0,3,4,0,4,0,0,4,3,4,0,0,3,0,3,0
"kvinnor","Transporttjänster"," Hallands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Hallands län","Deltid",0,4,0,4,0,3,4,0,4,0,0,4,0,4,0,0,3,0,3,0
"kvinnor","Transporttjänster"," Västra Götalands län","Totalt",17,20,9,15,30,15,20,9,15,30,15,14,5,12,16,10,10,4,8,12
"kvinnor","Transporttjänster"," Västra Götalands län","Heltid",0,0,3,0,12,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0
"kvinnor","Transporttjänster"," Västra Götalands län","Deltid",17,20,8,15,18,15,20,8,15,18,15,14,5,12,12,10,10,4,8,11
"kvinnor","Transporttjänster"," Värmlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Värmlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Värmlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Örebro län","Totalt",0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Örebro län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Örebro län","Deltid",0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0
"kvinnor","Transporttjänster"," Västmanlands län","Totalt",0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,0
"kvinnor","Transporttjänster"," Västmanlands län","Heltid",0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Västmanlands län","Deltid",0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Dalarnas län","Totalt",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Dalarnas län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Dalarnas län","Deltid",0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Gävleborgs län","Totalt",0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Gävleborgs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Gävleborgs län","Deltid",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Västernorrlands län","Totalt",0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0
"kvinnor","Transporttjänster"," Västernorrlands län","Heltid",0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Västernorrlands län","Deltid",0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Jämtlands län","Totalt",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Jämtlands län","Heltid",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Jämtlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Västerbottens län","Totalt",0,8,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Västerbottens län","Heltid",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Västerbottens län","Deltid",0,8,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Norrbottens län","Totalt",0,6,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0
"kvinnor","Transporttjänster"," Norrbottens län","Heltid",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster"," Norrbottens län","Deltid",0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster","Uppgift saknas","Totalt",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster","Uppgift saknas","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Transporttjänster","Uppgift saknas","Deltid",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt","Samtliga län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt","Samtliga län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt","Samtliga län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Stockholms län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Stockholms län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Stockholms län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Uppsala län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Uppsala län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Uppsala län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Södermanlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Södermanlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Södermanlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Östergötlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Östergötlands län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Östergötlands län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Jönköpings län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Jönköpings län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Jönköpings län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Kronobergs län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Kronobergs län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Kronobergs län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Kalmar län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Kalmar län","Heltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Kalmar län","Deltid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kvinnor","Övrigt"," Gotlands län","Totalt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
